,ID,latitude,longitude,location,timestamp,magnitude,depth
5248,knmi1982mnzg,50.6615,8.018333,Hof (Duitsland),1982-06-28 11:57:34,4.7,13.4
5249,knmi1982mksm,50.59184,7.985,Stahlhofen am Wiesensee (Duitsland),1982-06-26 17:07:04,2.9,10.7
5250,knmi1982mkqe,50.6335,7.933333,Hahn bei Marienberg (Duitsland),1982-06-26 15:57:24,3.1,3.9
5251,knmi1982mkbz,50.5755,7.943333,Westerburg (Duitsland),1982-06-26 08:47:58,2.1,10.0
5252,knmi1982mdft,50.61567,7.953333,Höhn (Duitsland),1982-06-22 14:44:51,3.4,9.8
5253,knmi1982lkvm,50.611,7.946667,Dreisbach (Duitsland),1982-06-12 13:06:56,2.4,5.3
5254,knmi1982ljos,50.58667,7.968333,Halbs (Duitsland),1982-06-11 20:33:03,2.3,12.0
5255,knmi1982ljoj,50.5295,7.955,Guckheim (Duitsland),1982-06-11 20:22:17,2.5,13.4
5256,knmi1982ljoe,50.621,7.95,Höhn (Duitsland),1982-06-11 20:17:07,3.1,4.9
5257,knmi1982lcvm,50.67567,8.021667,Hof (Duitsland),1982-06-08 04:01:35,2.1,6.3
5258,knmi1982lbpo,50.34367,7.928333,Cramberg (Duitsland),1982-06-07 11:53:52,2.1,5.0
5259,knmi1982ktqg,50.3605,7.366667,Ochtendung (Duitsland),1982-06-03 03:09:26,2.0,9.4
5260,knmi1982jybv,51.0425,5.986667,Waldfeucht (Duitsland),1982-05-22 08:00:04,3.7,3.3
5261,knmi1982jxzf,51.035,6.021667,Gangelt (Duitsland),1982-05-22 06:41:08,3.0,12.3
5262,knmi1982jxqk,51.62634,7.685,Bergkamen (Duitsland),1982-05-22 02:14:12,2.8,1.0
5263,knmi1982ivgm,50.10067,5.076667,Rochefort (België),1982-05-06 13:25:06,3.1,10.1
5264,knmi1982iuck,51.876,7.528333,Senden (Duitsland),1982-05-05 22:13:09,2.3,1.0
5265,knmi1982isnc,51.88433,7.495,Senden (Duitsland),1982-05-05 01:21:33,2.1,1.0
5266,knmi1982iljm,51.65333,7.876667,Hamm (Duitsland),1982-05-01 03:34:19,2.5,1.0
5267,knmi1982hlqa,51.46433,7.116667,Bochum (Duitsland),1982-04-17 01:20:47,2.0,1.0
5268,knmi1982gjcw,50.07467,8.001667,Schlangenbad (Duitsland),1982-04-01 10:53:43,1.7,14.5
5269,knmi1982fkrt,51.6435,7.611667,Bergkamen (Duitsland),1982-03-19 01:00:15,2.6,1.0
5270,knmi1982eqkd,50.519,7.111667,Bad Neuenahr-Ahrweiler (Duitsland),1982-03-07 22:26:44,1.9,5.9
5271,knmi1982eftb,51.03333,5.861667,Nieuwstadt,1982-03-02 02:27:27,3.5,6.6
5272,knmi1982awzw,51.539,7.085,Gelsenkirchen (Duitsland),1982-01-13 15:03:45,2.2,1.0
5273,knmi1981yvtr,50.852,5.921667,Voerendaal,1981-12-20 11:38:52,2.7,22.7
5274,knmi1981ynez,50.17883,7.93,Heidenrod (Duitsland),1981-12-15 19:08:57,2.0,2.9
5275,knmi1981yieq,50.08783,7.621666,Damscheid (Duitsland),1981-12-13 01:17:25,2.2,2.4
5276,knmi1981xogb,51.614,7.546667,Lünen (Duitsland),1981-12-02 03:17:03,2.2,1.7
5277,knmi1981xavh,51.65983,7.161667,Marl (Duitsland),1981-11-24 19:04:54,3.4,1.0
5278,knmi1981vsgz,51.4695,7.148334,Bochum (Duitsland),1981-11-05 21:13:44,2.5,1.9
5279,knmi1981tazq,51.6715,7.245,Oer-Erkenschwick (Duitsland),1981-09-29 00:08:24,3.4,1.0
5280,knmi1981ptye,51.48,7.13,Bochum (Duitsland),1981-08-13 10:49:53,2.1,1.0
5281,knmi1981pjcq,50.22766,5.11,Ciney (België),1981-08-07 12:36:02,2.8,3.2
5282,knmi1981olhm,51.4465,7.11,Essen (Duitsland),1981-07-25 11:46:53,2.2,1.0
5283,knmi1981nzos,51.49633,7.108333,Gelsenkirchen (Duitsland),1981-07-19 01:48:13,2.3,1.0
5284,knmi1981nynd,51.48,7.1,Essen (Duitsland),1981-07-18 11:52:24,2.6,1.0
5285,knmi1981nwas,51.505,7.081666,Gelsenkirchen (Duitsland),1981-07-17 03:19:03,2.3,1.0
5286,knmi1981nvjo,51.61617,7.73,Bönen (Duitsland),1981-07-16 18:39:22,2.3,1.0
5287,knmi1981npgj,52.25083,7.803333,Tecklenburg (Duitsland),1981-07-13 10:12:45,4.1,0.5
5288,knmi1981lgyk,50.35283,7.085,Baar (Duitsland),1981-06-10 10:02:00,2.5,3.4
5289,knmi1981kxvq,50.346,7.083333,Virneburg (Duitsland),1981-06-05 10:24:48,2.4,2.0
5290,knmi1981kmcb,51.604,7.238333,Recklinghausen (Duitsland),1981-05-30 00:01:15,2.3,1.0
5291,knmi1981ihrc,51.695,7.641667,Werne (Duitsland),1981-04-29 02:52:46,2.3,1.0
5292,knmi1981fxfh,51.65166,7.843333,Hamm (Duitsland),1981-03-25 21:28:48,2.3,1.0
5293,knmi1981cywk,51.53367,7.15,Herne (Duitsland),1981-02-12 02:39:28,2.2,0.7
5294,knmi1981aauj,50.15783,7.72,Sankt Goarshausen (Duitsland),1981-01-01 11:16:50,2.0,2.8
5295,knmi1980zqwr,50.18283,7.726666,Nochern (Duitsland),1980-12-31 01:01:59,2.8,3.9
5296,knmi1980yrxi,51.07733,6.566667,Grevenbroich (Duitsland),1980-12-17 08:57:19,1.6,1.0
5297,knmi1980xwfr,51.45984,7.113333,Bochum (Duitsland),1980-12-05 12:11:26,2.4,1.0
5298,knmi1980xgys,51.74617,7.155,Haltern am See (Duitsland),1980-11-27 03:37:11,2.4,1.0
5299,knmi1980xegf,51.46883,7.2,Bochum (Duitsland),1980-11-25 16:00:16,2.2,1.0
5300,knmi1980wvcf,51.46433,7.206666,Bochum (Duitsland),1980-11-20 15:45:40,2.3,1.0
5301,knmi1980wgny,51.5465,7.083333,Gelsenkirchen (Duitsland),1980-11-12 16:39:17,2.4,1.0
5302,knmi1980trgt,52.33083,7.87,Westerkappeln (Duitsland),1980-10-06 21:54:31,2.8,1.0
5303,knmi1980qqtq,51.466,7.2,Bochum (Duitsland),1980-08-24 22:39:46,2.2,1.0
5304,knmi1980ojnm,51.63233,7.08,Marl (Duitsland),1980-07-23 12:32:07,2.4,0.1
5305,knmi1980lzjx,50.03333,5.078333,Wellin (België),1980-06-19 12:17:19,2.9,3.2
5306,knmi1980ltqj,49.34933,5.911667,Sancy (Frankrijk),1980-06-16 08:44:52,2.6,3.1
5307,knmi1980lbgr,51.174,5.978333,Roermond,1980-06-06 07:24:10,2.0,8.1
5308,knmi1980kzyp,51.23917,5.91,Haelen,1980-06-05 14:11:39,3.8,4.9
5309,knmi1980jwoy,50.07717,5.035,Beauraing (België),1980-05-20 12:21:46,2.9,10.1
5310,knmi1980ibog,51.54417,7.07,Gelsenkirchen (Duitsland),1980-04-24 18:37:44,2.4,1.0
5311,knmi1979vinz,49.8685,5.256667,Bertrix (België),1979-10-31 13:23:48,2.9,16.5
5312,knmi1979qkys,49.56933,7.991667,Göllheim (Duitsland),1979-08-22 18:24:32,2.8,10.0
5313,knmi1979ohsi,50.28,8.205,Hünstetten (Duitsland),1979-07-23 12:42:19,2.5,9.6
5314,knmi1979nxfk,51.7625,5.948333,Groesbeek,1979-07-17 18:48:57,3.0,18.1
5315,knmi1979ksnw,50.11017,5.046667,Beauraing (België),1979-06-02 12:48:37,3.0,13.1
5316,knmi1979kalk,50.1455,4.99,Beauraing (België),1979-05-23 15:07:43,2.8,15.0
5317,knmi1979jpif,49.33,5.458333,Romagne-sous-les-Côtes (Frankrijk),1979-05-17 13:00:07,2.7,15.0
5318,knmi1979hxqu,50.13317,5.09,Rochefort (België),1979-04-23 15:22:02,2.8,10.1
5319,knmi1979horr,50.55667,4.498333,Villers-la-Ville (België),1979-04-18 17:35:03,2.9,21.3
5320,knmi1978uolo,50.577,4.648334,Chastre (België),1978-10-20 14:28:07,2.9,17.9
5321,knmi1978sidh,50.2275,4.301667,Beaumont (België),1978-09-18 16:23:23,2.6,18.8
5322,knmi1978owpj,49.475,7.35,Herschweiler-Pettersheim (Duitsland),1978-07-31 16:14:52,2.3,15.0
5323,knmi1978lhkd,50.60433,6.213333,Eupen (België),1978-06-10 15:58:20,3.1,6.5
5324,knmi1978lfgk,50.37283,5.683333,Stoumont (België),1978-06-09 11:48:27,2.7,5.0
5325,knmi1978kiil,49.35517,7.183333,Neunkirchen (Duitsland),1978-05-27 22:42:41,2.3,1.0
5326,knmi1978kgdl,49.55133,7.876667,Münchweiler an der Alsenz (Duitsland),1978-05-26 17:55:09,2.6,15.0
5327,knmi1978iswa,50.56317,5.723333,Trooz (België),1978-05-05 05:52:05,2.5,3.2
5328,knmi1978ijvn,50.57917,7.188334,Remagen (Duitsland),1978-04-30 07:23:27,2.6,3.0
5329,knmi1978geqb,50.6825,6.73,Euskirchen (Duitsland),1978-03-29 23:51:57,2.5,5.0
5330,knmi1977xkbq,50.15283,7.916667,Heidenrod (Duitsland),1977-11-29 20:31:01,2.3,4.5
5331,knmi1977vsre,50.94383,6.793334,Pulheim (Duitsland),1977-11-06 02:22:52,3.6,12.4
5332,knmi1977vmjo,50.94067,6.811666,Pulheim (Duitsland),1977-11-02 15:42:39,3.0,9.2
5333,knmi1977quqm,50.109,7.916667,Lorch (Duitsland),1977-08-28 01:37:26,2.2,6.8
5334,knmi1977pzky,51.42317,7.136667,Essen (Duitsland),1977-08-16 10:57:54,2.3,1.0
5335,knmi1977lcqb,51.09333,5.876667,Echt,1977-06-08 01:16:59,2.7,10.0
5336,knmi1977larp,51.5885,7.69,Kamen (Duitsland),1977-06-06 23:47:19,2.5,1.0
5337,knmi1977jahe,50.10283,7.933333,Oestrich-Winkel (Duitsland),1977-05-09 07:26:23,2.0,15.0
5338,knmi1977izus,50.06833,7.936666,Oestrich-Winkel (Duitsland),1977-05-09 01:09:19,3.1,16.6
5339,knmi1977irrg,50.36683,4.83,Profondeville (België),1977-05-04 14:19:11,2.7,2.0
5340,knmi1977gxhk,51.68583,7.511667,Selm (Duitsland),1977-04-09 05:05:34,2.8,1.0
5341,knmi1977epkd,50.24233,8.103333,Aarbergen (Duitsland),1977-03-07 09:18:17,3.8,28.0
5342,knmi1977edgj,51.54383,7.266667,Herne (Duitsland),1977-02-28 17:46:10,2.4,1.0
5343,knmi1977cskk,50.50533,5.705,Sprimont (België),1977-02-08 13:47:05,2.6,4.2
5344,knmi1977cogr,50.25767,6.261667,Mützenich (Duitsland),1977-02-06 07:20:53,2.5,8.7
5345,knmi1977cibw,50.205,7.366667,Moselkern (Duitsland),1977-02-02 22:05:44,2.2,28.0
5346,knmi1977bfdm,51.73117,7.726666,Ascheberg (Duitsland),1977-01-18 01:58:29,2.4,1.0
5347,knmi1976uyfc,50.36,3.92,Quévy (België),1976-10-24 22:33:27,4.2,3.4
5348,knmi1976rozk,50.914,6.793334,Frechen (Duitsland),1976-09-07 04:50:33,2.5,1.0
5349,knmi1976njhb,50.90017,6.751667,Frechen (Duitsland),1976-07-09 03:45:36,2.3,1.0
5350,knmi1976mrgm,51.176,5.828333,Ittervoort,1976-06-29 07:00:31,3.3,17.4
5351,knmi1976gneh,50.1075,5.193333,Rochefort (België),1976-04-02 16:09:00,2.6,10.0
5352,knmi1976exgk,50.63133,4.496666,Genepiën (België),1976-03-10 16:30:58,2.9,5.0
5353,knmi1976dqoq,49.99833,7.461667,Külz (Duitsland),1976-02-21 19:10:43,2.7,10.0
5354,knmi1975wtdh,50.44117,5.04,Gesves (België),1975-11-20 14:01:40,2.6,3.1
5355,knmi1975oohx,51.42583,5.613333,Mierlo,1975-07-27 03:23:51,2.6,14.0
5356,knmi1975mbsi,50.7205,6.071667,Raeren (België),1975-06-21 18:49:52,3.2,9.2
5357,knmi1975lmsx,50.80567,8.423333,Angelburg (Duitsland),1975-06-13 14:04:18,2.9,7.9
5358,knmi1974xyku,50.55583,8.12,Elsoff (Duitsland),1974-12-07 17:02:29,2.2,18.7
5359,knmi1974pnqw,51.46783,7.276667,Bochum (Duitsland),1974-08-10 00:19:04,3.1,1.0
5360,knmi1974omlz,51.127,6.555,Jüchen (Duitsland),1974-07-26 03:10:49,2.3,1.0
5361,knmi1974omac,51.17417,6.546667,Korschenbroich (Duitsland),1974-07-25 21:10:58,3.1,2.4
5362,knmi1974mnqk,51.64117,7.883333,Hamm (Duitsland),1974-06-28 07:29:40,3.4,1.0
5363,knmi1973xurr,51.60933,7.226666,Recklinghausen (Duitsland),1973-12-05 15:58:15,3.2,1.0
5364,knmi1973rmyq,51.6575,7.75,Hamm (Duitsland),1973-09-07 02:11:25,2.5,0.1
5365,knmi1973ooyz,51.7,6.8,Schermbeck (Duitsland),1973-07-27 12:02:09,3.3,1.0
5366,knmi1973emqm,51.57483,7.38,Dortmund (Duitsland),1973-03-05 21:06:13,3.2,1.0
5367,knmi1972zrmm,51.83967,5.855,Nijmegen,1972-12-31 09:00:21,2.7,24.6
5368,knmi1972zpmp,51.82683,5.893333,Nijmegen,1972-12-30 06:48:27,3.2,27.6
5369,knmi1972zpmd,51.84267,5.853333,Nijmegen,1972-12-30 06:33:52,2.6,28.0
5370,knmi1972dlpa,50.45333,5.943333,Stavelot (België),1972-02-19 01:41:23,3.2,13.0
5371,knmi1972dier,50.67117,5.97,Welkenraat (België),1972-02-17 05:03:31,3.1,21.9
5372,knmi1971wkqc,50.87333,5.891667,Klimmen,1971-11-15 22:17:10,2.1,2.1
5373,knmi1971ttpj,51.603,6.746666,Hünxe (Duitsland),1971-10-09 04:31:36,3.0,1.0
5374,knmi1971tarv,50.80217,7.313334,Hennef (Duitsland),1971-09-28 20:10:55,3.3,28.0
5375,knmi1971irus,51.46067,7.491667,Dortmund (Duitsland),1971-05-04 16:04:16,2.8,1.0
5376,knmi1971dlna,51.0155,5.996666,Gangelt (Duitsland),1971-02-19 00:41:24,4.4,17.4
5377,knmi1970yvzx,50.28767,4.046667,Boussois (Frankrijk),1970-12-20 14:48:34,3.5,2.8
5378,knmi1970xnbl,50.24233,7.778333,Niederbachheim (Duitsland),1970-12-01 11:49:09,3.9,5.0
5379,knmi1970vnth,50.342,4.181667,Merbes-le-Château (België),1970-11-03 09:45:58,3.9,2.0
5380,knmi1970bdff,50.48167,4.285,Chapelle-lez-Herlaimont (België),1970-01-17 00:34:57,3.0,3.2
5381,knmi1970arjp,50.928,5.498333,Genk (België),1970-01-10 13:09:40,3.4,2.1
5382,knmi1968ssia,50.454,4.138333,La Louvière (België),1968-09-23 04:08:11,2.8,2.0
5383,knmi1968pwjt,50.4785,4.185,La Louvière (België),1968-08-13 16:57:15,4.0,3.0
5384,knmi1968pwjf,50.50583,4.12,Le Rœulx (België),1968-08-13 16:40:41,2.9,2.0
5385,knmi1968ptvk,50.5155,4.05,Zinnik (België),1968-08-12 07:26:40,3.5,1.0
5386,knmi1967umgp,50.90166,6.276667,Aldenhoven (Duitsland),1967-10-19 07:41:05,2.5,10.1
5387,knmi1967puog,50.4435,3.87,Quaregnon (België),1967-08-13 16:57:11,4.0,3.4
5388,knmi1967ovrs,50.48133,7.626667,Caan (Duitsland),1967-07-31 02:18:47,2.6,28.0
5389,knmi1967gpho,50.47883,4.14,La Louvière (België),1967-04-04 18:04:47,3.2,5.0
5390,knmi1967gcip,50.4995,4.32,Courcelles (België),1967-03-28 15:49:25,4.5,3.9
5391,knmi1966brso,50.50083,4.5,Les Bons Villers (België),1966-01-24 22:13:21,3.0,2.2
5392,knmi1966bcjj,50.47,4.23,Manage (België),1966-01-16 12:32:47,4.4,1.7
5393,knmi1966bbyd,50.47633,4.296667,Chapelle-lez-Herlaimont (België),1966-01-16 06:51:35,3.8,5.0
5394,knmi1965yxnw,50.64767,5.608333,Luik (België),1965-12-21 10:00:02,4.4,5.0
5395,knmi1965yptx,51.56,7.85,Werl (Duitsland),1965-12-17 03:57:37,3.2,1.0
5396,knmi1965ymww,50.52383,4.215,Seneffe (België),1965-12-15 14:02:15,3.5,4.6
5397,knmi1965ymtb,50.48483,4.29,Chapelle-lez-Herlaimont (België),1965-12-15 12:07:16,4.4,2.1
5398,knmi1964ytal,51.139,5.796667,Kinrooi (België),1964-12-17 22:39:49,2.7,15.0
5399,knmi1964hydz,50.7565,7.015,Bornheim (Duitsland),1964-04-22 20:01:13,2.9,5.0
5400,knmi1963wdmy,50.59083,7.351666,Sankt Katharinen (Duitsland),1963-11-11 23:44:37,3.0,15.0
5401,knmi1963pnkt,51.209,6.641667,Neuss (Duitsland),1963-08-09 19:14:07,3.6,25.7
5402,knmi1963mjlc,50.70317,7.53,Forstmehren (Duitsland),1963-06-25 22:16:11,3.3,10.0
5403,knmi1963mjcb,50.801,7.57,Windeck (Duitsland),1963-06-25 17:42:01,3.0,15.0
5404,knmi1963euru,50.4015,6.126667,Weismes (België),1963-03-10 05:51:36,3.5,5.0
5405,knmi1960npir,50.62,7.58,Niederwambach (Duitsland),1960-07-12 09:22:43,2.8,10.0
5406,knmi1960mkrf,51.15783,5.686666,Bree (België),1960-06-25 14:29:15,4.2,15.1
5407,knmi1957pgim,50.60683,6.696667,Mechernich (Duitsland),1957-08-05 22:08:45,3.0,3.1
5408,knmi1956timt,50.39617,7.276667,Mendig (Duitsland),1956-10-02 00:42:26,4.0,3.1
5409,knmi1951rosa,50.28617,5.636667,Manhay (België),1951-09-07 23:06:50,4.1,3.8
5410,knmi1951fchp,50.66867,6.785,Euskirchen (Duitsland),1951-03-14 09:46:54,5.6,28.0
5411,knmi1950eqya,50.64317,6.763333,Euskirchen (Duitsland),1950-03-08 04:27:06,4.7,16.4
5412,knmi1949nlbi,50.97233,6.556667,Bedburg (Duitsland),1949-07-11 01:07:40,3.9,17.8
5413,knmi1949msqr,50.91617,6.146667,Übach-Palenberg (Duitsland),1949-06-30 23:18:14,3.8,26.3
5414,knmi1949gnbd,50.463,4.11,La Louvière (België),1949-04-03 12:33:43,4.6,5.0
5415,knmi1949gnay,50.463,4.11,La Louvière (België),1949-04-03 12:27:43,4.1,5.0
5416,knmi1939oefz,50.43,7.81,Montabaur (Duitsland),1939-07-21 13:04:00,3.7,13.0
5417,knmi1938llab,50.78,3.58,Maarkedal (België),1938-06-12 13:25:40,4.5,10.0
5418,knmi1938ljea,50.78,3.58,Maarkedal (België),1938-06-11 13:09:06,4.0,10.0
5419,knmi1938lizr,50.73,3.62,Ronse (België),1938-06-11 10:57:37,5.6,19.0
5420,knmi1937guok,50.92,6.1,Übach-Palenberg (Duitsland),1937-04-07 15:13:00,3.5,5.0
5421,knmi1935afuq,51.14034,6.145,Wassenberg (Duitsland),1935-01-04 04:06:13,4.3,15.0
5422,knmi1933ftkz,51.12183,2.863333,Middelkerke (België),1933-03-23 18:48:13,4.7,10.0
5423,knmi1932xjah,51.60867,5.3,Esch,1932-11-28 05:41:35,4.3,15.0
5424,knmi1932xiwx,51.41683,5.135,Lage Mierde,1932-11-28 03:59:22,3.5,15.0
5425,knmi1932wzuc,51.58233,5.57,Erp,1932-11-23 04:20:10,3.0,15.0
5426,knmi1932wzrs,51.57267,5.291667,Boxtel,1932-11-23 03:08:01,4.5,10.0
5427,knmi1932wvtt,51.61983,5.43,Schijndel,1932-11-20 23:36:54,5.0,12.9
5428,knmi1931ysxb,50.92,6.1,Übach-Palenberg (Duitsland),1931-12-18 20:58:00,3.0,5.0
5429,knmi1931nkle,50.68667,6.61,Zülpich (Duitsland),1931-07-10 16:57:47,4.0,15.0
5430,knmi1930eksz,50.88,5.93,Voerendaal,1930-03-04 19:05:00,3.1,5.0
5431,knmi1928ylmj,50.8775,6.573333,Kerpen (Duitsland),1928-12-13 19:36:08,4.1,10.0
5432,knmi1928mafx,50.45,7.45,Neuwied (Duitsland),1928-06-19 21:25:00,3.9,7.0
5433,knmi1928axud,50.5,6.1,Weismes (België),1928-01-14 00:17:37,4.4,3.5
5434,knmi1926akan,50.8,7.2,Siegburg (Duitsland),1926-01-06 11:37:00,4.1,14.0
5435,knmi1926ajct,50.78,6.6,Vettweiß (Duitsland),1926-01-05 23:37:19,4.2,15.0
5436,knmi1925dumi,50.9,5.5,Bilzen (België),1925-02-23 21:33:00,4.1,4.5
5437,knmi1921jsit,50.77,3.95,Galmaarden (België),1921-05-19 02:41:00,4.0,15.0
5438,knmi1921dopk,50.6,5.9,Verviers (België),1921-02-20 16:17:35,3.6,10.0
5439,knmi1911rmeh,50.7,6.32,Hürtgenwald (Duitsland),1911-09-06 13:54:47,4.1,15.0
5440,knmi1911kuqv,50.45,4.5,Fleurus (België),1911-06-03 14:35:00,4.2,15.0
5441,knmi1911krqf,50.45,4.5,Fleurus (België),1911-06-01 22:52:00,4.2,10.0
5442,knmi1911kofs,50.65,6.23,Roetgen (Duitsland),1911-05-31 02:08:20,4.0,15.0
5443,knmi1911knta,50.65,6.23,Roetgen (Duitsland),1911-05-30 19:43:40,4.2,10.0
